,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Fold_Enrichment,module
70,KEGG_2021_Human,Pancreatic cancer,47/76,1.5274735434402036e-13,6.690764394505681e-13,0,0,5.674977016688222,167.4685213526647,ARAF;PIK3CD;PIK3R3;PIK3R2;PIK3CB;PIK3R1;PLD1;EGFR;RELA;PLD2;CASP9;IKBKB;CDC42;MAPK9;MAPK8;AKT2;AKT3;ERBB2;RAC2;AKT1;RAC3;MAPK1;IKBKG;RAC1;BAK1;JAK1;MAPK3;MAP2K1;RALBP1;SMAD3;CHUK;BAD;EGF;STAT3;BRAF;TGFBR1;MTOR;VEGFA;MAPK10;PIK3CA;RPS6KB1;CDK4;BAX;RAF1;TP53;ARHGEF6;BCL2L1,2.683561878826216,1
71,KEGG_2021_Human,Human papillomavirus infection,133/331,1.7443841007090628e-13,7.534770212784979e-13,0,0,2.372523623330075,69.69811205856246,ITGA2B;PPP2R2A;UBE3A;TNF;CCND3;TBK1;PPP2R1B;PPP2R1A;AKT2;AKT3;AKT1;EP300;PRKACA;PRKACB;IFNAR2;MAGI1;PDGFRB;PRKCI;MAP2K1;MAP2K2;TSC2;SCRIB;TSC1;TICAM1;PARD3;COL4A3;RAF1;TP53;LLGL1;LLGL2;IFNAR1;NOTCH3;PXN;TCF7;UBR4;PIK3R3;PIK3R2;PIK3R1;PSEN1;PRKCZ;DVL1;DVL2;EIF4EBP1;DVL3;FADD;FZD5;FZD4;ISG15;PTK2;COL1A1;DLG1;DLG3;CDK4;RHEB;GRB2;PALS1;ITGB1;GSK3B;ITGB5;LAMC3;ITGB3;TRADD;PTEN;PIK3CD;FASLG;PIK3CB;IKBKB;LFNG;CASP8;PPP2R5E;CASP3;ITGAV;ITGB7;IKBKG;IKBKE;JAK1;APC2;CHUK;ITGA4;AXIN1;PPP2R5B;PPP2R5A;PPP2R5D;TUBG2;TYK2;AXIN2;PPP2R5C;TUBG1;TNFRSF1A;PKM;IRF3;PIK3CA;TRAF3;ITGA5;SOS1;ATP6V0C;SOS2;TLR3;IRF9;PTGER4;PARD6G;THBS1;EGFR;RELA;PPP2CA;CDC42;PPP2CB;NRAS;PARD6B;PARD6A;PPP2R3C;MAPK1;BAK1;HES5;MAPK3;TCF7L2;CSNK1A1;BAD;EGF;MX2;MX1;PPP2R3B;PPP2R3A;MTOR;VEGFA;APC;PPP2R2C;RPS6KB1;PSMC1;PPP2R2D;CTNNB1;FAS;BAX,1.7436166016054118,1
72,KEGG_2021_Human,Acute myeloid leukemia,43/67,2.545811299909924e-13,1.0845853620164197e-12,0,0,6.27002445447705,181.8254224697112,CSF1R;BCL2A1;FLT3;LEF1;TCF7;ARAF;PIK3CD;PIK3R3;PIK3R2;PIK3CB;PIK3R1;RELA;IKBKB;NRAS;AKT2;MYC;AKT3;EIF4EBP1;AKT1;MAPK1;IKBKG;FCGR1A;MAPK3;STAT5A;STAT5B;TCF7L2;MAP2K1;MAP2K2;CHUK;JUP;BAD;STAT3;BRAF;DUSP6;MTOR;PML;PIK3CA;RPS6KB1;KIT;GRB2;RAF1;SOS1;SOS2,2.7849730771686483,1
73,KEGG_2021_Human,Progesterone-mediated oocyte maturation,56/100,2.947626736822623e-13,1.2387998853403185e-12,0,0,4.461316813139317,128.72061561871098,HSP90AB1;ARAF;PIK3CD;PIK3CB;IGF1R;RPS6KA3;RPS6KA6;CDC23;AKT2;CDC26;RPS6KA2;SPDYE2;AKT3;CDC27;RPS6KA1;AKT1;PRKACA;PRKACB;MAP2K1;HSP90AA1;ANAPC7;CDC25C;CDC25A;CDC25B;PIK3CA;ANAPC4;ANAPC5;RAF1;MAD1L1;ANAPC2;ANAPC13;PIK3R3;PIK3R2;ADCY2;PIK3R1;ADCY8;ANAPC10;ANAPC11;AURKA;INS;MAPK9;FZR1;MAPK8;MAPK1;MAPK3;PLK1;BRAF;SPDYE6;MAPK14;MAPK12;MAPK13;MAPK10;CDC16;SPDYA;CPEB4;MAD2L1,2.4300509268690162,1
74,KEGG_2021_Human,Glioma,46/75,4.270239049193361e-13,1.7707257923988468e-12,0,0,5.552978198048028,158.15957186645446,CAMK2B;SHC4;SHC2;SHC3;SHC1;CAMK2A;ARAF;PTEN;PIK3CD;PDGFA;PIK3R3;CALML3;PIK3R2;PIK3CB;PIK3R1;EGFR;IGF1R;NRAS;AKT2;AKT3;PLCG2;AKT1;MAPK1;BAK1;PLCG1;CAMK2G;MAPK3;PDGFRB;PRKCG;PDGFRA;MAP2K1;MAP2K2;EGF;PRKCA;BRAF;MTOR;PIK3CA;CDK4;BAX;CALM3;GRB2;RAF1;SOS1;CALM1;SOS2;TP53,2.661484348475589,1
75,KEGG_2021_Human,Platelet activation,64/124,9.562538900634785e-13,3.91309157644397e-12,0,0,3.741921826566871,103.5605039993616,ITGB1;MYLK2;ITGB3;ITGA2B;PIK3CD;PIK3CB;ACTB;MYLK3;ACTG1;MYLK;MYLK4;PPP1CB;AKT2;AKT3;AKT1;PRKACA;PRKACB;FGB;PRKCI;ARHGEF12;FCER1G;PPP1R12A;SYK;GP1BB;FGG;PLA2G4A;GP1BA;RHOA;APBB1IP;PLCB3;PIK3CA;BTK;ARHGEF1;LCP2;TLN2;TLN1;PLCB1;PLCB2;ROCK1;ROCK2;SRC;ITPR1;PIK3R3;PIK3R2;ADCY2;PIK3R1;ADCY8;PRKCZ;GNA13;PLCG2;MAPK1;FYN;MAPK3;LYN;VASP;NOS3;GP6;MAPK14;MAPK12;MAPK13;COL1A1;COL3A1;FCGR2A;GNAQ,2.2396782736119967,1
76,KEGG_2021_Human,Leukocyte transendothelial migration,60/114,1.6262543102796644e-12,6.568377798662022e-12,0,0,3.895812876098396,105.75083429028506,ITGB1;ITK;NCF1;NCF2;CTNND1;NCF4;ITGB2;PIK3CD;PIK3CB;ARHGAP5;ITGAL;ACTB;ACTG1;ICAM1;CDH5;RASSF5;RAC2;RAC1;PRKCG;VAV3;ITGA4;ACTN1;RHOH;CYBA;PRKCA;ACTN4;RHOA;VAV1;VAV2;PIK3CA;PECAM1;EZR;VCL;RAPGEF4;ROCK1;ROCK2;TXK;PXN;PIK3R3;PIK3R2;PIK3R1;CDC42;PLCG2;CTNNA1;PTK2B;CTNNA3;PLCG1;CTNNA2;CD99;JAM2;VASP;MSN;PTPN11;MAPK14;PTK2;MAPK12;MAPK13;AFDN;CTNNB1;BCAR1,2.2838824500648647,1
77,KEGG_2021_Human,Choline metabolism in cancer,54/98,1.8794235061370938e-12,7.493598851392771e-12,0,0,4.300037030179596,116.1012407535945,DGKD;DGKA;PIK3CD;PIK3CB;AKT2;AKT3;RAC2;AKT1;RAC3;RAC1;PDGFRB;PRKCG;PDGFRA;MAP2K1;MAP2K2;PCYT1A;PDPK1;TSC2;PLA2G4A;PRKCA;TSC1;GPCPD1;PIK3CA;PLPP3;RAF1;SOS1;SOS2;WAS;PDGFA;PIK3R3;PIK3R2;PIK3R1;PLD1;EGFR;PLD2;MAPK9;MAPK8;NRAS;PDGFD;PDGFC;EIF4EBP1;MAPK1;PIP5K1C;PLCG1;WASF1;WASF2;WASF3;MAPK3;EGF;MTOR;MAPK10;RPS6KB1;RHEB;GRB2,2.3910850956801544,1
78,KEGG_2021_Human,Necroptosis,75/159,4.013379238660272e-12,1.5799505610422083e-11,0,0,3.135150717858767,82.27070494155801,HSP90AB1;FAF1;TRADD;TNFAIP3;FASLG;PYGM;TNF;PYCARD;CASP8;FTH1;CHMP1B;SMPD1;CHMP1A;CAPN2;TNFSF10;CASP1;CAPN1;DNM1L;JAK2;GLUL;JAK3;JAK1;IFNAR2;HSP90AA1;RIPK3;PLA2G4A;TRAF2;TYK2;TICAM1;TNFRSF1A;IL1B;TRAF5;CHMP4C;CHMP4B;CHMP3;CHMP4A;RBCK1;SQSTM1;TLR4;PPID;BIRC2;IRF9;TLR3;FTL;IFNAR1;BIRC3;CHMP5;CAMK2B;RNF31;CAMK2A;SPATA2;XIAP;MAPK9;MAPK8;SHARPIN;NLRP3;RIPK1;FADD;BID;CAMK2G;STAT5A;STAT5B;STAT3;TNFRSF10B;TNFRSF10A;CFLAR;SPATA2L;MAPK10;CYLD;GLUD2;CHMP2B;BCL2;CHMP2A;BAX;FAS,2.046875780718511,1
79,KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,54/100,5.512778765541504e-12,2.1430927451042595e-11,0,0,4.11254759585584,106.61348773408872,PIK3CD;PIK3CB;TNF;ICAM1;AKT2;CASP3;AKT3;AKT1;PLCE1;RAC1;JAK2;PRKCE;PRKCA;TGFBR1;PLCB3;PIK3CA;IL1B;COL4A3;PLCB1;PLCB2;PIK3R3;PIK3R2;PIK3R1;AGER;PRKCZ;RELA;CDC42;MAPK9;MAPK8;NRAS;PLCG2;MAPK1;PLCG1;MAPK3;STAT5A;STAT5B;SMAD3;NOS3;STAT3;VEGFC;NFATC1;MAPK14;SELE;MAPK12;MAPK13;VEGFA;COL1A1;MAPK10;DIAPH1;COL3A1;CDK4;BCL2;NOX4;BAX,2.3432633937665512,1
80,KEGG_2021_Human,Influenza A,79/172,5.9867905195691446e-12,2.298631915538277e-11,0,0,2.9837510583836218,77.10450049474728,CALCOCO2;TRADD;PIK3CD;FASLG;PIK3CB;TNF;ACTB;ACTG1;ICAM1;PABPN1L;PYCARD;CASP9;IKBKB;CCND3;TBK1;CASP8;AKT2;CASP3;AKT3;TNFSF10;CASP1;AKT1;EP300;IL12A;IKBKG;JAK2;TPSAB1;IKBKE;JAK1;IFNAR2;MAP2K1;MAP2K2;APAF1;CHUK;PRKCA;IRAK4;TYK2;TICAM1;TNFRSF1A;IRF3;PIK3CA;OAS2;TRAF3;IL1B;IRF7;RAF1;TLR4;IRF9;TLR3;IFNAR1;RNASEL;PIK3R3;PIK3R2;PIK3R1;RELA;SOCS3;DNAJB1;NLRP3;MAPK1;FADD;BAK1;BID;RAE1;MAPK3;FDPS;HLA-DRB5;MX2;MX1;TNFRSF10B;TNFRSF10A;PML;NFKBIA;MAVS;CDK4;NXF2B;BAX;FAS;MYD88;NFKBIB,1.993085789271722,1
81,KEGG_2021_Human,HIF-1 signaling pathway,57/109,8.227357648281369e-12,3.1203758885554946e-11,0,0,3.8412547031772575,98.04248035722496,FLT1;PIK3CD;ENO1;PIK3CB;ENO3;IGF1R;HK3;AKT2;AKT3;AKT1;EP300;ELOB;ELOC;TIMP1;PRKCG;MAP2K1;MAP2K2;PRKCA;RBX1;PIK3CA;ALDOB;TLR4;CAMK2B;CUL2;CAMK2A;PIK3R3;PIK3R2;PIK3R1;EGFR;RELA;INS;MKNK1;ERBB2;EIF4EBP1;PLCG2;HMOX1;MAPK1;PLCG1;VHL;CAMK2G;MAPK3;EGLN1;ANGPT4;EGLN3;ANGPT2;ANGPT1;NOS2;EGF;NOS3;INSR;STAT3;MTOR;VEGFA;RPS6KB1;BCL2;LTBR;TEK,2.269215315064448,1
82,KEGG_2021_Human,GnRH signaling pathway,51/93,9.821288544877953e-12,3.680024984888004e-11,0,0,4.252196808166957,107.77817366922947,CALML3;PRKACA;PRKACB;MAP3K4;MAP2K3;MAP2K4;MAP2K1;MAP2K2;PLA2G4A;PRKCA;PLCB3;PLCB1;RAF1;SOS1;PLCB2;SOS2;HBEGF;CAMK2B;SRC;CAMK2A;ITPR1;ADCY2;CACNA1C;ADCY8;CACNA1F;PLD1;EGFR;PLD2;CDC42;MAPK9;MAPK8;NRAS;MAPK7;MAPK1;PTK2B;CACNA1S;MAP2K7;CAMK2G;MAP2K6;MAPK3;MAP3K2;MAP3K3;MAP3K1;MAPK14;MAPK12;MAPK13;MAPK10;GNAQ;CALM3;GRB2;CALM1,2.3796581657127462,1
83,KEGG_2021_Human,Chemokine signaling pathway,85/192,1.0962884108732749e-11,4.058877330733196e-11,0,0,2.791598156399356,70.45018284308404,GSK3B;ITK;GSK3A;NCF1;PIK3CD;ARRB1;ARRB2;PIK3CB;CX3CL1;CRKL;IKBKB;PREX1;AKT2;AKT3;RAC2;AKT1;RAC3;IKBKG;RAC1;PRKACA;JAK2;PRKACB;CCR4;JAK3;VAV3;MAP2K1;CHUK;RHOA;VAV1;VAV2;FGR;TIAM1;HCK;PLCB3;PIK3CA;PARD3;ELMO1;RAF1;PLCB1;SOS1;CRK;PLCB2;SOS2;SHC4;CX3CR1;SHC2;SHC3;ROCK1;SHC1;ROCK2;SRC;PXN;WAS;PIK3R3;PIK3R2;ADCY2;PIK3R1;ADCY8;PRKCZ;RELA;CDC42;NRAS;PAK1;GRK2;GRK5;GRK7;GRK6;CXCR2;PLCG2;MAPK1;PTK2B;PLCG1;MAPK3;LYN;STAT5B;BAD;STAT3;BRAF;PTK2;NFKBIA;GNAQ;GNB2;GRB2;BCAR1;NFKBIB,1.921078206695186,1
84,KEGG_2021_Human,Breast cancer,70/147,1.1895315067239551e-11,4.352285865778236e-11,0,0,3.1899737782090725,80.24339638173771,GSK3B;FLT4;ARAF;PTEN;PIK3CD;PIK3CB;FGF1;FGF3;FGF4;IGF1R;FGF6;FGF7;FRAT1;FGF8;FRAT2;FGF9;AKT2;MYC;AKT3;AKT1;APC2;MAP2K1;MAP2K2;AXIN1;AXIN2;PIK3CA;KIT;RAF1;SOS1;TP53;SOS2;SHC4;NOTCH3;SHC2;SHC3;SHC1;TCF7;LEF1;PIK3R3;PIK3R2;PIK3R1;EGFR;NRAS;DVL1;ERBB2;DVL2;FGF20;DVL3;MAPK1;BAK1;FGF23;HES5;FGF21;MAPK3;TCF7L2;FZD5;FZD4;CSNK1A1;EGF;BRAF;MTOR;NFKB2;APC;RPS6KB1;CDK4;FGF19;BAX;CTNNB1;GRB2;FGFR1,2.066369835772973,1
85,KEGG_2021_Human,Oxytocin signaling pathway,72/154,1.813554595203311e-11,6.5583195245143e-11,0,0,3.0814504464063046,76.21396759992506,RYR1;MYLK2;RYR2;PRKAG1;CALML3;MYL6B;ACTB;MYLK3;RYR3;ACTG1;MYLK;MYLK4;PPP1CB;PPP3CA;RGS2;PPP3CB;EEF2K;PPP3CC;CD38;PRKACA;PRKACB;PRKCG;MAP2K1;MAP2K2;PPP1R12A;PLA2G4A;PRKCA;PRKAB1;RHOA;CACNB2;PLCB3;RAF1;PLCB1;PPP1R12B;PLCB2;PPP1R12C;CAMK2B;PRKAA1;PRKAA2;ROCK1;ROCK2;SRC;CAMK2A;ITPR1;ADCY2;CACNA1C;CACNA1F;ADCY8;EGFR;CAMKK2;PPP3R1;CACNG8;NRAS;MAPK7;MAPK1;CACNA1S;CACNG2;CAMK2G;MAP2K5;KCNJ2;MAPK3;KCNJ4;KCNJ12;NOS3;NFATC3;NFATC1;KCNJ18;NFATC4;RCAN1;GNAQ;CALM3;CALM1,2.0287994751225553,1
86,KEGG_2021_Human,Insulin resistance,56/108,1.949093927198047e-11,6.967450705271179e-11,0,0,3.7730098744361817,93.04646594811396,GSK3B;CRTC2;IRS1;PRKAG1;PTEN;PIK3CD;IRS2;PYGM;PIK3CB;TNF;PTPRF;PPP1CB;IKBKB;RPS6KA3;GYS1;RPS6KA6;AKT2;RPS6KA2;AKT3;RPS6KA1;AKT1;PDPK1;PRKCE;PRKAB1;TNFRSF1A;PPP1R3C;PIK3CA;TBC1D4;PPP1R3B;PPP1R3E;PPP1R3D;PRKCQ;PRKAA1;PRKAA2;PIK3R3;PIK3R2;PPP1R3A;PIK3R1;PRKCZ;RELA;INS;PTPA;SOCS3;MAPK9;MAPK8;MLXIP;PTPN1;NOS3;INSR;STAT3;PTPN11;MTOR;NFKBIA;MAPK10;MLXIPL;RPS6KB1,2.2500471545083482,1
87,KEGG_2021_Human,Amyotrophic lateral sclerosis,137/364,2.1793696049963978e-11,7.702090308566817e-11,0,0,2.1295942584976517,52.28026205615611,TNF;ACTB;ACTG1;PSMD8;TUBB8;PSMD9;PSMD6;PSMD7;TBK1;PSMD4;KIF5C;PSMD2;KIF5B;PSMD3;KIF5A;PSMD1;MAP3K5;MAP2K3;GABARAPL2;DAXX;GABARAPL1;ANXA11;ATG14;ATG13;ERN1;ULK2;ULK1;PFN1;TP53;SQSTM1;OPTN;PFN2;GRIA1;GRIA2;POM121;PSMD12;VCP;PSMD11;PSMD14;PSMD13;PIK3R4;KLC1;GABARAP;KLC4;PPP3R1;KLC3;KLC2;ATG101;NRBF2;MAP2K6;PRPH;NUP153;SEM1;CHMP2B;BCL2;NXF2B;DNAL4;DNAL1;BCL2L1;CASP9;PPP3CA;PPP3CB;ACTR1B;PPP3CC;TUBA1A;CASP3;RB1CC1;NUP62;CASP1;NEFL;RAC1;DNAI2;APAF1;SIGMAR1;GPX7;TRAF2;WIPI1;NRG2;TNFRSF1B;TNFRSF1A;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;ALS2;PSMA2;ANG;PIK3C3;SMCR8;HAP1;DCTN6;BECN1;DCTN5;DCTN2;DCTN1;DCTN4;DCTN3;NDUFA4L2;AMBRA1;TANK;PSMA7;HDAC6;PSMA8;PSMB6;PSMB7;TUBA3E;PSMB4;PSMB5;PSMB2;PSMB3;ERBB4;PSMB1;UBQLN1;BID;RAE1;UBQLN4;UBQLN3;UBQLN2;NOS2;BAD;ADRM1;MAPK14;MAPK12;MTOR;MAPK13;SOD1;PSMC5;CCS;PINK1;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;BAX;ACTR10,1.6332269278897922,1
88,KEGG_2021_Human,Longevity regulating pathway,53/102,6.037216479309487e-11,2.1096340731070227e-10,0,0,3.787671991873673,89.12578915853827,IRS1;IRS4;PRKAG1;PIK3CD;IRS2;PIK3CB;IGF1R;RPTOR;STK11;SESN3;AKT2;SESN1;RB1CC1;AKT3;SESN2;AKT1;PRKACA;PRKACB;TSC2;TSC1;ATG13;PRKAB1;PIK3CA;AKT1S1;ULK1;TP53;PRKAA1;PRKAA2;PIK3R3;PIK3R2;ADCY2;PIK3R1;ADIPOR1;ADCY8;ADIPOR2;RELA;CAMKK2;INS;NRAS;ATG101;EIF4EBP1;ATG5;HSPA8;KL;INSR;HSPA2;SOD2;MTOR;SOD1;RPS6KB1;RHEB;BAX;HSPA1B,2.254774144328744,1
89,KEGG_2021_Human,RIG-I-like receptor signaling pathway,40/70,3.105939072575028e-10,1.0732745017453707e-09,0,0,4.661102338521693,102.04334525241832,DDX3X;TRADD;TNF;TANK;RELA;IKBKB;MAPK9;MAPK8;CASP8;TBK1;CASP10;IL12A;RIPK1;IKBKG;FADD;AZI2;IKBKE;MAP3K7;ATG5;MAP3K1;CHUK;TRAF2;ISG15;MAPK14;ATG12;MAPK12;MAPK13;MAPK10;NFKBIA;CYLD;SIKE1;MAVS;RNF125;IRF3;STING1;TRAF3;TRAF6;IRF7;TBKBP1;NFKBIB,2.4796438029275674,1
90,KEGG_2021_Human,Th17 cell differentiation,53/107,5.987364847273877e-10,2.0462312829694243e-09,0,0,3.435851349086643,72.96442483877098,HSP90AB1;RORA;IL1RAP;CD3E;IKBKB;PPP3CA;PPP3CB;PPP3CC;IKBKG;JAK2;JAK3;JAK1;HSP90AA1;IL4R;CHUK;IL1R1;TYK2;TGFBR1;ZAP70;LCK;IL1B;PRKCQ;IL6ST;IL2RG;RELA;MAPK9;PPP3R1;MAPK8;IL21R;MAPK1;PLCG1;MAPK3;STAT5A;STAT5B;HLA-DRB5;SMAD3;STAT3;NFATC3;NFATC1;MAPK14;IL2;MAPK12;MTOR;MAPK13;IL4;NFKBIA;MAPK10;CD4;IL2RB;CD247;NFKBIE;LAT;NFKBIB,2.1494108665563725,1
91,KEGG_2021_Human,Hepatocellular carcinoma,73/168,8.518134638067503e-10,2.879499861346732e-09,0,0,2.695062200956938,56.28274530658645,GSK3B;ARAF;PTEN;KEAP1;PIK3CD;PIK3CB;ACTB;ACTG1;IGF1R;FRAT1;FRAT2;AKT2;MYC;AKT3;AKT1;PRKCG;APC2;MAP2K1;SMARCC1;MAP2K2;GSTO2;GSTO1;HGF;ACTL6A;AXIN1;GAB1;PRKCA;AXIN2;TGFBR1;PIK3CA;RAF1;SOS1;TP53;MET;SOS2;SHC4;SHC2;SHC3;SHC1;GSTP1;TCF7;LEF1;PIK3R3;PIK3R2;PIK3R1;EGFR;NRAS;DVL1;DVL2;PLCG2;DVL3;HMOX1;MAPK1;PLCG1;BAK1;MAPK3;GSTM3;TCF7L2;SMAD3;FZD5;FZD4;BAD;CSNK1A1;TXNRD1;BRAF;MTOR;APC;RPS6KB1;CDK4;BAX;CTNNB1;GRB2;BCL2L1,1.8855624751428377,1
92,KEGG_2021_Human,Long-term potentiation,38/67,1.154689421954264e-09,3.8613807551373785e-09,0,0,4.578968238541383,94.23257661237687,CAMK2B;GRIA1;GRIA2;CAMK2A;ARAF;ITPR1;CALML3;CACNA1C;ADCY8;PPP1CB;PPP3CA;RPS6KA3;GRM5;PPP3CB;RPS6KA6;NRAS;PPP3R1;PPP3CC;RPS6KA2;RPS6KA1;EP300;MAPK1;PRKACA;PRKACB;CAMK2G;MAPK3;PRKCG;MAP2K1;MAP2K2;PRKCA;BRAF;PLCB3;GNAQ;CALM3;PLCB1;RAF1;CALM1;PLCB2,2.461138998428108,1
93,KEGG_2021_Human,Calcium signaling pathway,95/240,1.2376884266227106e-09,4.094905326379394e-09,0,0,2.301932861801169,47.21268988393272,RET;RYR1;RYR2;MYLK2;FLT1;FLT4;CHRM5;CALML3;HTR4;FGF1;ADRA1B;ADRA1A;RYR3;FGF3;MYLK3;MYLK;FGF4;MYLK4;PPP3CA;FGF6;EDNRA;PPP3CB;FGF7;GRM5;PPP3CC;FGF8;FGF9;KDR;PLCE1;CD38;PRKACA;PRKACB;PRKCG;PDGFRB;PDGFRA;SPHK1;TNNC1;HGF;TNNC2;PRKCA;NGF;ITPKB;ITPKC;PLCB3;ADRB3;CCKBR;LTB4R2;PPIF;PLCB1;PLCB2;MET;CAMK2B;CAMK2A;CACNA1B;ITPR1;PDGFA;ADCY2;MST1R;CACNA1C;ADCY8;CACNA1F;EGFR;CACNA1H;PPP3R1;PLN;ERBB3;ERBB4;PDGFD;PDGFC;ERBB2;PLCG2;FGF20;PTK2B;PLCG1;CACNA1S;FGF23;CAMK2G;FGF21;NTRK1;NTRK2;NOS2;EGF;NOS3;NTRK3;VEGFC;VEGFA;P2RX6;FGF19;GNAQ;CALM3;CALM1;FGFR4;FGFR3;FGFR2;FGFR1,1.7176699259862838,1
94,KEGG_2021_Human,Inflammatory mediator regulation of TRP channels,49/98,1.7533252912393555e-09,5.739833321846732e-09,0,0,3.498643761301989,70.53878675181791,PIK3CD;CALML3;IL1RAP;PIK3CB;PPP1CB;PRKACA;PRKACB;MAP2K3;PRKCG;IL1R1;PRKCE;PLA2G4A;PRKCA;NGF;PLCB3;PIK3CA;IL1B;PRKCQ;PLCB1;PLCB2;CAMK2B;PTGER4;SRC;PTGER2;CAMK2A;ITPR1;PIK3R3;PIK3R2;ADCY2;PIK3R1;ADCY8;MAPK9;MAPK8;PLCG2;PLCG1;ASIC3;CAMK2G;MAP2K6;NTRK1;TRPV3;TRPV1;MAPK14;MAPK12;MAPK13;MAPK10;GNAQ;TRPV4;CALM3;CALM1,2.1696883275616217,1
95,KEGG_2021_Human,Tuberculosis,76/180,1.896096883972635e-09,6.142563863703015e-09,0,0,2.563259914976995,51.47914933752635,TRADD;ITGB2;CALML3;TNF;CASP9;PPP3CA;PPP3CB;CASP8;FCGR3B;PPP3CC;CASP10;AKT2;CASP3;AKT3;AKT1;EP300;IL12A;JAK2;CTSD;JAK1;IL10;ARHGEF12;FCER1G;APAF1;KSR1;SYK;RIPK2;SPHK1;IRAK4;RHOA;TIRAP;TNFRSF1A;IL1B;TRAF6;TLR9;PIK3C3;RAF1;ATP6V0C;TLR4;TLR2;CAMK2B;SRC;CAMK2A;BCL10;NOD2;CORO1A;MALT1;RELA;MAPK9;PPP3R1;MAPK8;IRAK1;IRAK2;MAPK1;FADD;BID;FCGR1A;CAMK2G;MAPK3;HLA-DRB5;NOS2;BAD;IL10RA;CARD9;MAPK14;MAPK12;MAPK13;MAPK10;FCGR2A;CD209;BCL2;BAX;CALM3;CALM1;FCGR2B;MYD88,1.8321812543853693,1
96,KEGG_2021_Human,Mitophagy,38/68,2.053595399507998e-09,6.584207930381315e-09,0,0,4.426050357008643,88.53726723902507,BECN1;USP15;CALCOCO2;SRC;AMBRA1;GABARAP;RELA;MAPK9;MAPK8;NRAS;TBK1;RHOT1;UBB;FUNDC1;UBC;MFN1;MFN2;TBC1D15;ATG5;BNIP3L;GABARAPL2;USP8;GABARAPL1;CSNK2A3;ATG9A;TFE3;MITF;MAPK10;PINK1;MRAS;CSNK2B;NBR1;TAX1BP1;ULK1;SQSTM1;TP53;OPTN;BCL2L1,2.4249457778629884,1
97,KEGG_2021_Human,Type II diabetes mellitus,29/46,3.6820682832834613e-09,1.1684930980624046e-08,0,0,5.953698311007571,115.61957812201402,IRS1;CACNA1B;IRS4;PIK3CD;PIK3R3;IRS2;PIK3R2;CACNA1C;PIK3CB;PIK3R1;PRKCZ;TNF;INS;IKBKB;SOCS2;HK3;MAPK9;SOCS3;MAPK8;SOCS1;MAPK1;SOCS4;MAPK3;INSR;PRKCE;MTOR;MAPK10;PKM;PIK3CA,2.7356939782298704,1
98,KEGG_2021_Human,Huntington disease,113/306,4.3190740649007274e-09,1.35680003452942e-08,0,0,2.0591600513381185,39.65988547661057,PSMD8;TUBB8;PSMD9;PSMD6;PSMD7;PSMD4;KIF5C;PSMD2;KIF5B;PSMD3;KIF5A;PSMD1;EP300;AP2M1;MAP3K5;TGM2;ATG14;ATG13;ERN1;PPIF;ULK2;ULK1;TP53;GRIA1;GRIA2;PSMD12;PSMD11;PSMD14;PSMD13;PIK3R4;CACNA1B;ITPR1;KLC1;KLC4;KLC3;KLC2;ATG101;NRBF2;MAP2K7;BDNF;SEM1;DLG4;GNAQ;MAP3K10;DNAL4;DNAL1;HIP1;CLTC;CLTA;AP2A1;AP2A2;BBC3;CASP9;GRM5;ACTR1B;TUBA1A;CASP8;CASP3;RB1CC1;IFT57;DNAI2;APAF1;GPX7;TRAF2;WIPI1;PSMA5;PSMA6;PLCB3;PSMA3;PSMA4;PSMA1;PSMA2;PIK3C3;HAP1;PLCB1;PLCB2;DCTN6;BECN1;DCTN5;DCTN2;DCTN1;DCTN4;DCTN3;NDUFA4L2;HTT;AMBRA1;PSMA7;PSMA8;PSMB6;PSMB7;TUBA3E;MAPK9;PSMB4;MAPK8;PSMB5;PSMB2;PSMB3;PSMB1;AP2S1;ADRM1;AP2B1;SOD2;MTOR;SOD1;MAPK10;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;BAX;ACTR10,1.6024495491141386,1
99,KEGG_2021_Human,Wnt signaling pathway,70/166,8.656979733802957e-09,2.6923206972127195e-08,0,0,2.555478272390037,47.44219841486344,GSK3B;CBY1;PPP3CA;CCND3;FRAT1;PPP3CB;FRAT2;PPP3CC;MYC;RAC2;EP300;RAC3;RAC1;BTRC;PRKACA;MAP3K7;PRKACB;SKP1;PRKCG;APC2;RNF43;TLE2;FBXW11;CSNK2A3;CTNNBIP1;AXIN1;PRKCA;CACYBP;CSNK1E;AXIN2;RHOA;RBX1;SFRP1;PLCB3;DAAM1;CSNK2B;ROR1;ROR2;PLCB1;TP53;PLCB2;CAMK2B;ROCK2;TCF7;CAMK2A;LEF1;CUL1;PRICKLE3;PSEN1;NKD2;MAPK9;PPP3R1;MAPK8;DVL1;DVL2;DVL3;CAMK2G;TCF7L2;SMAD3;FZD5;FZD4;CSNK1A1;RYK;SIAH1;NFATC3;NFATC1;NFATC4;MAPK10;APC;CTNNB1,1.8298576256543795,1
