Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Oocyte meiosis,3/129,0.0886344937688274,0.421554299632228,0,0,2.933184523809524,7.107792985386127,MAP2K1;CCNB1;CALM2,KEGG_2021_Human
Relaxin signaling pathway,3/129,0.0886344937688274,0.421554299632228,0,0,2.933184523809524,7.107792985386127,MAP2K4;MAP2K1;CREB1,KEGG_2021_Human
Natural killer cell mediated cytotoxicity,3/131,0.0917998628893604,0.4262136491291735,0,0,2.887060546875,6.89471769382743,MAP2K1;KLRC3;PLCG1,KEGG_2021_Human
Yersinia infection,3/137,0.1015719158025255,0.4399849909204916,0,0,2.7569496268656715,6.305111268261813,MAP2K4;MAP2K1;PLCG1,KEGG_2021_Human
Retinol metabolism,2/68,0.1062306233388311,0.4399849909204916,0,0,3.7212497647280256,8.3435735768074,ADH1B;RDH11,KEGG_2021_Human
Amphetamine addiction,2/69,0.1088402211621703,0.4399849909204916,0,0,3.665523315101511,8.129670077854106,CREB1;CALM2,KEGG_2021_Human
Epithelial cell signaling in Helicobacter pylori infection,2/70,0.1114668055034185,0.4399849909204916,0,0,3.611435878699306,7.923593030336538,MAP2K4;PLCG1,KEGG_2021_Human
Adherens junction,2/71,0.1141099305800917,0.4399849909204916,0,0,3.5589161940768745,7.724958549605901,ACP1;NECTIN3,KEGG_2021_Human
Thiamine metabolism,1/15,0.1155538666355705,0.4399849909204916,0,0,8.740299823633157,18.861728539646958,ACP1,KEGG_2021_Human
Non-small cell lung cancer,2/72,0.1167691566431967,0.4399849909204916,0,0,3.507897071872227,7.533406503092571,MAP2K1;PLCG1,KEGG_2021_Human
Inositol phosphate metabolism,2/73,0.1194440499542317,0.4399849909204916,0,0,3.4583151080395416,7.348598736819862,IPMK;PLCG1,KEGG_2021_Human
p53 signaling pathway,2/73,0.1194440499542317,0.4399849909204916,0,0,3.4583151080395416,7.348598736819862,CCNB1;SESN3,KEGG_2021_Human
Cell adhesion molecules,3/148,0.1204989446881631,0.4399849909204916,0,0,2.546379310344828,5.388429630757358,ITGB8;NECTIN3;MPZL1,KEGG_2021_Human
Phospholipase D signaling pathway,3/148,0.1204989446881631,0.4399849909204916,0,0,2.546379310344828,5.388429630757358,MAP2K1;GRM5;PLCG1,KEGG_2021_Human
Ras signaling pathway,4/232,0.1218419974856745,0.4399849909204916,0,0,2.163632351318548,4.554511389718262,MAP2K1;PLCG1;EFNA5;CALM2,KEGG_2021_Human
Gastric acid secretion,2/76,0.1275584843225129,0.4522528080525458,0,0,3.317609535000839,6.831556260553603,SLC9A4;CALM2,KEGG_2021_Human
Arrhythmogenic right ventricular cardiomyopathy,2/77,0.1302918265802974,0.4536947532706785,0,0,3.273209109730849,6.670729871900639,ITGB8;DSG2,KEGG_2021_Human
Cellular senescence,3/156,0.1350168454056518,0.4606700563797851,0,0,2.412254901960784,4.830192419241067,MAP2K1;CCNB1;CALM2,KEGG_2021_Human
Fatty acid biosynthesis,1/18,0.1370198116411668,0.4606700563797851,0,0,7.19680464778504,14.304583045111348,ACSL4,KEGG_2021_Human
Peroxisome,2/82,0.1441544263418447,0.4764425955366055,0,0,3.067857142857143,5.942040920997805,PEX7;ACSL4,KEGG_2021_Human
Hippo signaling pathway,3/163,0.148189303832589,0.4816152374559145,0,0,2.3058984375,4.402570586721295,YAP1;LATS2;STK3,KEGG_2021_Human
Steroid biosynthesis,1/20,0.151041964046623,0.4828390653949424,0,0,6.43859649122807,12.17021946242288,LIPA,KEGG_2021_Human
Hepatocellular carcinoma,3/168,0.1578439626479402,0.4945129583804508,0,0,2.2354545454545454,4.126980635888184,MAP2K1;PLCG1;ARID1B,KEGG_2021_Human
ECM-receptor interaction,2/88,0.1611701305032361,0.4945129583804508,0,0,2.8529539217102413,5.207481845883893,ITGB8;CD47,KEGG_2021_Human
PD-L1 expression and PD-1 checkpoint pathway in cancer,2/89,0.1640413433023591,0.4945129583804508,0,0,2.8200185621474976,5.0975693003520695,MAP2K1;PLCG1,KEGG_2021_Human
Terpenoid backbone biosynthesis,1/22,0.1648376527934836,0.4945129583804508,0,0,5.824808935920047,10.500931835185956,ZMPSTE24,KEGG_2021_Human
Salivary secretion,2/93,0.175614320699038,0.5188604929744305,0,0,2.695515664459764,4.688755285070159,PRKG2;CALM2,KEGG_2021_Human
Fc gamma R-mediated phagocytosis,2/97,0.1873126456387377,0.5266761089345271,0,0,2.581497221314155,4.323946293483359,MAP2K1;PLCG1,KEGG_2021_Human
Aldosterone synthesis and secretion,2/98,0.1902544537381921,0.5266761089345271,0,0,2.554477225672878,4.238881301473915,CREB1;CALM2,KEGG_2021_Human
Choline metabolism in cancer,2/98,0.1902544537381921,0.5266761089345271,0,0,2.554477225672878,4.238881301473915,MAP2K1;PLCG1,KEGG_2021_Human
Inflammatory mediator regulation of TRP channels,2/98,0.1902544537381921,0.5266761089345271,0,0,2.554477225672878,4.238881301473915,PLCG1;CALM2,KEGG_2021_Human
Folate biosynthesis,1/26,0.1917641217146227,0.5266761089345271,0,0,4.891851851851852,8.078840476657266,MOCS2,KEGG_2021_Human
Longevity regulating pathway,2/102,0.2020815980806354,0.5267628542380967,0,0,2.4518012422360247,3.920635432141041,CREB1;SESN3,KEGG_2021_Human
Butanoate metabolism,1/28,0.2049019991940686,0.5267628542380967,0,0,4.529035208047554,7.179532894028598,ACSM2B,KEGG_2021_Human
Phototransduction,1/28,0.2049019991940686,0.5267628542380967,0,0,4.529035208047554,7.179532894028598,CALM2,KEGG_2021_Human
Transcriptional misregulation in cancer,3/192,0.2065742753287531,0.5267628542380967,0,0,1.9492063492063487,3.074084063747651,ZEB1;COMMD3-BMI1;BMI1,KEGG_2021_Human
T cell receptor signaling pathway,2/104,0.2080270871498827,0.5267628542380967,0,0,2.4034831323833883,3.7736775753944047,MAP2K1;PLCG1,KEGG_2021_Human
Toll-like receptor signaling pathway,2/104,0.2080270871498827,0.5267628542380967,0,0,2.4034831323833883,3.7736775753944047,MAP2K4;MAP2K1,KEGG_2021_Human
"Parathyroid hormone synthesis, secretion and action",2/106,0.2139908848218619,0.5267628542380967,0,0,2.3570234113712374,3.634110218198892,MAP2K1;CREB1,KEGG_2021_Human
Glucagon signaling pathway,2/107,0.216978976596705,0.5267628542380967,0,0,2.334457261165336,3.566945206021168,CREB1;CALM2,KEGG_2021_Human
MAPK signaling pathway,4/294,0.218986563537966,0.5267628542380967,0,0,1.6956842333550206,2.5753117894826305,MAP2K4;MAP2K1;EFNA5;STK3,KEGG_2021_Human
Drug metabolism,2/108,0.2199708463089791,0.5267628542380967,0,0,2.312316887378413,3.501449566894726,ADH1B;HPRT1,KEGG_2021_Human
HIF-1 signaling pathway,2/109,0.222966235783972,0.5267628542380967,0,0,2.2905903523538638,3.437568947576844,MAP2K1;PLCG1,KEGG_2021_Human
Circadian rhythm,1/31,0.2242118815474975,0.5267628542380967,0,0,4.075514403292181,6.093561498022166,CREB1,KEGG_2021_Human
Viral carcinogenesis,3/203,0.2299530802968483,0.5327988750257056,0,0,1.84096875,2.706003127065014,DDB1;CREB1;IL6ST,KEGG_2021_Human
Proteoglycans in cancer,3/205,0.2342575874034156,0.5327988750257056,0,0,1.822555693069307,2.645136986273463,MAP2K1;ANK2;PLCG1,KEGG_2021_Human
Cholinergic synapse,2/113,0.2349779653959522,0.5327988750257056,0,0,2.207598903251077,3.1971849881878454,MAP2K1;CREB1,KEGG_2021_Human
Sphingolipid signaling pathway,2/119,0.2530596713350089,0.5602379235538508,0,0,2.09375165896905,2.877086889638853,MAP2K1;SGMS1,KEGG_2021_Human
Tyrosine metabolism,1/36,0.2553646517587371,0.5602379235538508,0,0,3.492416225749559,4.767367291723359,ADH1B,KEGG_2021_Human
cAMP signaling pathway,3/216,0.2581718411250242,0.5602379235538508,0,0,1.7274647887323944,2.3392116609887657,MAP2K1;CREB1;CALM2,KEGG_2021_Human
Thyroid hormone signaling pathway,2/121,0.2590967005451974,0.5602379235538508,0,0,2.058353776293126,2.7799177732294726,MAP2K1;PLCG1,KEGG_2021_Human
Thyroid cancer,1/37,0.2614443643251304,0.5602379235538508,0,0,3.395233196159122,4.55482000338841,MAP2K1,KEGG_2021_Human
Human T-cell leukemia virus 1 infection,3/219,0.2647535582257493,0.5611624331958818,0,0,1.7032118055555556,2.263493300693134,MAP2K4;MAP2K1;CREB1,KEGG_2021_Human
Platelet activation,2/124,0.2681555118633429,0.5622615571328159,0,0,2.007433051624071,2.642159692057178,P2RY1;PRKG2,KEGG_2021_Human
Various types of N-glycan biosynthesis,1/39,0.2734561765591012,0.56455452277022,0,0,3.2162118258609484,4.170184964924455,MGAT4C,KEGG_2021_Human
Osteoclast differentiation,2/127,0.2772133643349816,0.56455452277022,0,0,1.9589565217391305,2.5132781408364187,MAP2K1;CREB1,KEGG_2021_Human
Human cytomegalovirus infection,3/225,0.2779770418352104,0.56455452277022,0,0,1.6566722972972974,2.120899627621162,MAP2K1;CREB1;CALM2,KEGG_2021_Human
Bladder cancer,1/41,0.2852738085123657,0.56455452277022,0,0,3.0550925925925925,3.832020444880164,MAP2K1,KEGG_2021_Human
Ferroptosis,1/41,0.2852738085123657,0.56455452277022,0,0,3.0550925925925925,3.832020444880164,ACSL4,KEGG_2021_Human
FoxO signaling pathway,2/131,0.2892799708985791,0.56455452277022,0,0,1.8978284943906785,2.3539911251636685,MAP2K1;CCNB1,KEGG_2021_Human
Dopaminergic synapse,2/132,0.2922935079905604,0.56455452277022,0,0,1.8831342570473004,2.316249142532304,CREB1;CALM2,KEGG_2021_Human
Coronavirus disease,3/232,0.2934841106676605,0.56455452277022,0,0,1.6054585152838428,1.9681826131072289,RPL36A-HNRNPH2;PLCG1;IL6ST,KEGG_2021_Human
Vascular smooth muscle contraction,2/133,0.2953054426798073,0.56455452277022,0,0,1.868664359205348,2.279294119786681,MAP2K1;CALM2,KEGG_2021_Human
Apelin signaling pathway,2/137,0.3073337368842473,0.5672782072296632,0,0,1.8129284564067167,2.138931120607125,MAP2K1;CALM2,KEGG_2021_Human
Autophagy,2/137,0.3073337368842473,0.5672782072296632,0,0,1.8129284564067167,2.138931120607125,MAP2K1;DDIT4,KEGG_2021_Human
Insulin signaling pathway,2/137,0.3073337368842473,0.5672782072296632,0,0,1.8129284564067167,2.138931120607125,MAP2K1;CALM2,KEGG_2021_Human
Chemical carcinogenesis,3/239,0.3090490857264892,0.5672782072296632,0,0,1.5572828389830509,1.82864741114971,MAP2K1;HSP90AA1;CREB1,KEGG_2021_Human
Calcium signaling pathway,3/240,0.3112757342234561,0.5672782072296632,0,0,1.5506329113924051,1.809706695090724,GRM5;PLCG1;CALM2,KEGG_2021_Human
Nucleotide excision repair,1/47,0.3195925740637576,0.5699640859740774,0,0,2.6557971014492754,3.0294897979464084,DDB1,KEGG_2021_Human
Pyruvate metabolism,1/47,0.3195925740637576,0.5699640859740774,0,0,2.6557971014492754,3.0294897979464084,ADH1B,KEGG_2021_Human
Cocaine addiction,1/49,0.3306641904153248,0.5699640859740774,0,0,2.5448816872427984,2.816298279306064,CREB1,KEGG_2021_Human
Sphingolipid metabolism,1/49,0.3306641904153248,0.5699640859740774,0,0,2.5448816872427984,2.816298279306064,SGMS1,KEGG_2021_Human
Salmonella infection,3/249,0.3313301426446872,0.5699640859740774,0,0,1.493216463414634,1.6494666205357456,MAP2K4;MAP2K1;HSP90AA1,KEGG_2021_Human
Cholesterol metabolism,1/50,0.3361326660872764,0.5699640859740774,0,0,2.492819349962207,2.717794694415788,LIPA,KEGG_2021_Human
N-Glycan biosynthesis,1/50,0.3361326660872764,0.5699640859740774,0,0,2.492819349962207,2.717794694415788,MGAT4C,KEGG_2021_Human
Vibrio cholerae infection,1/50,0.3361326660872764,0.5699640859740774,0,0,2.492819349962207,2.717794694415788,PLCG1,KEGG_2021_Human
Pathways of neurodegeneration,5/475,0.3455885470191375,0.5768436443719441,0,0,1.3039994613520065,1.3855077498287736,MAP2K1;GRM5;SIGMAR1;PLCG1;CALM2,KEGG_2021_Human
Adrenergic signaling in cardiomyocytes,2/150,0.3461061866231664,0.5768436443719441,0,0,1.652593587376196,1.7534177491102805,CREB1;CALM2,KEGG_2021_Human
Glycosaminoglycan biosynthesis,1/53,0.3522730896330789,0.579910953600232,0,0,2.3486467236467234,2.450457227227342,HS3ST3B1,KEGG_2021_Human
Oxytocin signaling pathway,2/154,0.357903724094791,0.579910953600232,0,0,1.6087773782281791,1.6530046887521572,MAP2K1;CALM2,KEGG_2021_Human
mTOR signaling pathway,2/154,0.357903724094791,0.579910953600232,0,0,1.6087773782281791,1.6530046887521572,MAP2K1;DDIT4,KEGG_2021_Human
Cushing syndrome,2/155,0.3608414222401411,0.579910953600232,0,0,1.5981813015061097,1.6290528754396452,MAP2K1;CREB1,KEGG_2021_Human
Regulation of lipolysis in adipocytes,1/55,0.3628160837909144,0.579910953600232,0,0,2.2614311842706902,2.292772877677227,PRKG2,KEGG_2021_Human
Ribosome,2/158,0.3696245876236202,0.5859901998911052,0,0,1.5672081541646758,1.5597912106687213,RPL36A-HNRNPH2;MRPS5,KEGG_2021_Human
Endometrial cancer,1/58,0.378311611446271,0.5949255180001842,0,0,2.142083604071908,2.082184636057617,MAP2K1,KEGG_2021_Human
Protein processing in endoplasmic reticulum,2/171,0.407103465294061,0.6260602376405039,0,0,1.4456981145944356,1.299231419068969,HSP90AA1;UBE2D1,KEGG_2021_Human
GnRH secretion,1/64,0.4081879358201958,0.6260602376405039,0,0,1.937487752302567,1.7360424689962717,MAP2K1,KEGG_2021_Human
Cortisol synthesis and secretion,1/65,0.4130266789363932,0.6260602376405039,0,0,1.907118055555556,1.6863559628178315,CREB1,KEGG_2021_Human
Acute myeloid leukemia,1/67,0.4225865178707583,0.6260602376405039,0,0,1.849139543583988,1.5927768290125943,MAP2K1,KEGG_2021_Human
Glycolysis / Gluconeogenesis,1/67,0.4225865178707583,0.6260602376405039,0,0,1.849139543583988,1.5927768290125943,ADH1B,KEGG_2021_Human
Adipocytokine signaling pathway,1/69,0.4319915982616322,0.6260602376405039,0,0,1.7945715323166302,1.506272071233797,ACSL4,KEGG_2021_Human
Renal cell carcinoma,1/69,0.4319915982616322,0.6260602376405039,0,0,1.7945715323166302,1.506272071233797,MAP2K1,KEGG_2021_Human
Tuberculosis,2/180,0.4324196025624205,0.6260602376405039,0,0,1.3719729220462,1.150205654766366,CREB1;CALM2,KEGG_2021_Human
NOD-like receptor signaling pathway,2/181,0.4351975198276824,0.6260602376405039,0,0,1.3642388701898054,1.1349857344852672,PANX1;HSP90AA1,KEGG_2021_Human
Pathways in cancer,5/531,0.4359852475338582,0.6260602376405039,0,0,1.1618015112865188,0.9644658906386226,MAP2K1;HSP90AA1;PLCG1;IL6ST;CALM2,KEGG_2021_Human
Central carbon metabolism in cancer,1/70,0.436636883687736,0.6260602376405039,0,0,1.7684737877974592,1.4654517446969246,MAP2K1,KEGG_2021_Human
Prolactin signaling pathway,1/70,0.436636883687736,0.6260602376405039,0,0,1.7684737877974592,1.4654517446969246,MAP2K1,KEGG_2021_Human
Melanoma,1/72,0.4458144826249839,0.630041795975976,0,0,1.7184837419579204,1.388281166731571,MAP2K1,KEGG_2021_Human
PPAR signaling pathway,1/74,0.4548434737076591,0.630041795975976,0,0,1.6712328767123288,1.316600490845402,ACSL4,KEGG_2021_Human
Thyroid hormone synthesis,1/75,0.459302990159861,0.630041795975976,0,0,1.6485652318985653,1.2826582283362609,CREB1,KEGG_2021_Human
Chronic myeloid leukemia,1/76,0.4637262486347202,0.630041795975976,0,0,1.6265020576131688,1.2499032061814843,MAP2K1,KEGG_2021_Human
Metabolism of xenobiotics by cytochrome P450,1/76,0.4637262486347202,0.630041795975976,0,0,1.6265020576131688,1.2499032061814843,ADH1B,KEGG_2021_Human
Pancreatic cancer,1/76,0.4637262486347202,0.630041795975976,0,0,1.6265020576131688,1.2499032061814843,MAP2K1,KEGG_2021_Human
Pertussis,1/76,0.4637262486347202,0.630041795975976,0,0,1.6265020576131688,1.2499032061814843,CALM2,KEGG_2021_Human
Chemokine signaling pathway,2/192,0.4652616339514899,0.630041795975976,0,0,1.284537430532854,0.9828707231706898,MAP2K1;PLCG1,KEGG_2021_Human
RNA degradation,1/79,0.4767813936869128,0.6411887708203311,0,0,1.5637068692624247,1.1582332798244848,BTG1,KEGG_2021_Human
B cell receptor signaling pathway,1/81,0.4853088424813051,0.6481864676976336,0,0,1.5244598765432098,1.1021384552343962,MAP2K1,KEGG_2021_Human
Focal adhesion,2/201,0.4891518773732469,0.6488749393726745,0,0,1.2258809575829457,0.8766057134471092,MAP2K1;ITGB8,KEGG_2021_Human
Colorectal cancer,1/86,0.5060279469201853,0.6559165764678905,0,0,1.4344226579520698,0.9770761862576652,MAP2K1,KEGG_2021_Human
Insulin secretion,1/86,0.5060279469201853,0.6559165764678905,0,0,1.4344226579520698,0.9770761862576652,CREB1,KEGG_2021_Human
Taste transduction,1/86,0.5060279469201853,0.6559165764678905,0,0,1.4344226579520698,0.9770761862576652,P2RY1,KEGG_2021_Human
Human papillomavirus infection,3/331,0.5079148874187255,0.6559165764678905,0,0,1.1152248475609756,0.7554994707739376,MAP2K1;CREB1;ITGB8,KEGG_2021_Human
Hypertrophic cardiomyopathy,1/90,0.5220046421448535,0.6696770080147793,0,0,1.369676792897767,0.8903978433689244,ITGB8,KEGG_2021_Human
Th1 and Th2 cell differentiation,1/92,0.5297993239647649,0.6718345805363333,0,0,1.3394383394383391,0.8508875519495138,PLCG1,KEGG_2021_Human
Regulation of actin cytoskeleton,2/218,0.5324209236066387,0.6718345805363333,0,0,1.1284219001610305,0.7112678994461302,MAP2K1;ITGB8,KEGG_2021_Human
IL-17 signaling pathway,1/94,0.5374676644290666,0.6718345805363333,0,0,1.3105004646223284,0.8136722826069287,HSP90AA1,KEGG_2021_Human
TGF-beta signaling pathway,1/94,0.5374676644290666,0.6718345805363333,0,0,1.3105004646223284,0.8136722826069287,ACVR2B,KEGG_2021_Human
Dilated cardiomyopathy,1/96,0.5450116988754113,0.6769253584758294,0,0,1.2827810266406758,0.7785814025748058,ITGB8,KEGG_2021_Human
Glycerophospholipid metabolism,1/98,0.5524334302438791,0.6818007525161799,0,0,1.2562046582665138,0.7454599092040817,ETNK1,KEGG_2021_Human
AGE-RAGE signaling pathway in diabetic complications,1/100,0.559734829149778,0.6821768230262919,0,0,1.2307020825539343,0.7141667289104645,PLCG1,KEGG_2021_Human
Viral protein interaction with cytokine and cytokine receptor,1/100,0.559734829149778,0.6821768230262919,0,0,1.2307020825539343,0.7141667289104645,IL6ST,KEGG_2021_Human
Chagas disease,1/102,0.5669178348455791,0.6824813979948313,0,0,1.2062095098398729,0.6845732282025914,MAP2K4,KEGG_2021_Human
Protein digestion and absorption,1/103,0.5704655376257164,0.6824813979948313,0,0,1.194323408375696,0.6703767374087433,COL19A1,KEGG_2021_Human
C-type lectin receptor signaling pathway,1/104,0.5739843552366787,0.6824813979948313,0,0,1.1826681049982022,0.6565619105528904,CALM2,KEGG_2021_Human
NF-kappa B signaling pathway,1/104,0.5739843552366787,0.6824813979948313,0,0,1.1826681049982022,0.6565619105528904,PLCG1,KEGG_2021_Human
Alzheimer disease,3/369,0.5814636670745185,0.68718433381534,0,0,0.9974897540983606,0.5408457179872961,MAP2K1;GRM5;CALM2,KEGG_2021_Human
Insulin resistance,1/108,0.5877754207462321,0.6904590785874414,0,0,1.1382254528671971,0.6048647766652189,CREB1,KEGG_2021_Human
Shigellosis,2/246,0.5981001393900445,0.6929163653512904,0,0,0.9975053456878118,0.5127148368401491,UBE2D1;PLCG1,KEGG_2021_Human
Serotonergic synapse,1/113,0.6043918347903227,0.6929163653512904,0,0,1.0871362433862437,0.5474084938389173,MAP2K1,KEGG_2021_Human
Parkinson disease,2/249,0.6047150803101835,0.6929163653512904,0,0,0.9852390172756306,0.4955731305938441,PLCG1;CALM2,KEGG_2021_Human
Glutamatergic synapse,1/114,0.6076343511542085,0.6929163653512904,0,0,1.0774609417677263,0.5367716189371179,GRM5,KEGG_2021_Human
Leukocyte transendothelial migration,1/114,0.6076343511542085,0.6929163653512904,0,0,1.0774609417677263,0.5367716189371179,PLCG1,KEGG_2021_Human
AMPK signaling pathway,1/120,0.6265421601921661,0.7103239606829791,0,0,1.0228239443925715,0.478210301088813,CREB1,KEGG_2021_Human
Cell cycle,1/124,0.6386414178075499,0.7198559333668916,0,0,0.9893606343470842,0.443641322846149,CCNB1,KEGG_2021_Human
Lysosome,1/128,0.6503510100155576,0.7278725926870585,0,0,0.958005249343832,0.412175096982966,LIPA,KEGG_2021_Human
Purine metabolism,1/129,0.6532189934371038,0.7278725926870585,0,0,0.9504726080246914,0.4047519554914425,HPRT1,KEGG_2021_Human
Apoptosis,1/142,0.6884425194368098,0.7627630186941926,0,0,0.8622712547062429,0.3219060804665845,MAP2K1,KEGG_2021_Human
