Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Gastric acid secretion,2/75,0.1248391328609948,0.4161304428699827,0,0,3.363226410278227,6.99796375998247,SLC9A4;CALM2,KEGG_2019_Human
Cellular senescence,3/160,0.1424930203827227,0.4473758058884837,0,0,2.35031847133758,4.579506840954108,MAP2K1;CCNB1;CALM2,KEGG_2019_Human
Hippo signaling pathway,3/160,0.1424930203827227,0.4473758058884837,0,0,2.35031847133758,4.579506840954108,YAP1;LATS2;STK3,KEGG_2019_Human
Steroid biosynthesis,1/19,0.1440594252976683,0.4473758058884837,0,0,6.796639231824417,13.168688257105174,LIPA,KEGG_2019_Human
ECM-receptor interaction,2/82,0.1441544263418447,0.4473758058884837,0,0,3.067857142857143,5.942040920997805,ITGB8;CD47,KEGG_2019_Human
Peroxisome,2/83,0.146963406190071,0.4483629341391996,0,0,3.0298290008434936,5.809914228711731,PEX7;ACSL4,KEGG_2019_Human
Hepatocellular carcinoma,3/168,0.1578439626479402,0.4735318879438207,0,0,2.2354545454545454,4.126980635888184,MAP2K1;PLCG1;ARID1B,KEGG_2019_Human
Terpenoid backbone biosynthesis,1/22,0.1648376527934836,0.4846113962216291,0,0,5.824808935920047,10.500931835185956,ZMPSTE24,KEGG_2019_Human
Salivary secretion,2/90,0.1669217031430055,0.4846113962216291,0,0,2.787831733483908,4.990861175017996,PRKG2;CALM2,KEGG_2019_Human
Fc gamma R-mediated phagocytosis,2/91,0.1698108732357342,0.4851739235306692,0,0,2.756368204340847,4.887233693814411,MAP2K1;PLCG1,KEGG_2019_Human
Aldosterone synthesis and secretion,2/98,0.1902544537381921,0.4921246018573679,0,0,2.554477225672878,4.238881301473915,CREB1;CALM2,KEGG_2019_Human
Folate biosynthesis,1/26,0.1917641217146227,0.4921246018573679,0,0,4.891851851851852,8.078840476657266,MOCS2,KEGG_2019_Human
Choline metabolism in cancer,2/99,0.1932025462484863,0.4921246018573679,0,0,2.528014343343792,4.156096478548293,MAP2K1;PLCG1,KEGG_2019_Human
Transcriptional misregulation in cancer,3/186,0.1940663726465505,0.4921246018573679,0,0,2.0137295081967213,3.301620387290683,ZEB1;COMMD3-BMI1;BMI1,KEGG_2019_Human
HIF-1 signaling pathway,2/100,0.1961566278092089,0.4921246018573679,0,0,2.502091519837749,4.075511298482724,MAP2K1;PLCG1,KEGG_2019_Human
Inflammatory mediator regulation of TRP channels,2/100,0.1961566278092089,0.4921246018573679,0,0,2.502091519837749,4.075511298482724,PLCG1;CALM2,KEGG_2019_Human
Calcium signaling pathway,3/188,0.1982144395165015,0.4921246018573679,0,0,1.991756756756757,3.2234707002270344,GRM5;PLCG1;CALM2,KEGG_2019_Human
T cell receptor signaling pathway,2/101,0.1991164073446808,0.4921246018573679,0,0,2.476692389735868,3.9970488074653785,MAP2K1;PLCG1,KEGG_2019_Human
Longevity regulating pathway,2/102,0.2020815980806354,0.4921246018573679,0,0,2.4518012422360247,3.920635432141041,CREB1;SESN3,KEGG_2019_Human
Butanoate metabolism,1/28,0.2049019991940686,0.4921246018573679,0,0,4.529035208047554,7.179532894028598,ACSM2B,KEGG_2019_Human
Phototransduction,1/28,0.2049019991940686,0.4921246018573679,0,0,4.529035208047554,7.179532894028598,CALM2,KEGG_2019_Human
Glucagon signaling pathway,2/103,0.20505191744057,0.4921246018573679,0,0,2.4274029887460795,3.8462008011694,CREB1;CALM2,KEGG_2019_Human
Toll-like receptor signaling pathway,2/104,0.2080270871498827,0.4926957327234064,0,0,2.4034831323833883,3.7736775753944047,MAP2K4;MAP2K1,KEGG_2019_Human
"Parathyroid hormone synthesis, secretion and action",2/106,0.2139908848218619,0.4953598333017107,0,0,2.3570234113712374,3.634110218198892,MAP2K1;CREB1,KEGG_2019_Human
Drug metabolism,2/108,0.2199708463089791,0.4953598333017107,0,0,2.312316887378413,3.501449566894726,ADH1B;HPRT1,KEGG_2019_Human
MAPK signaling pathway,4/295,0.2207034854371161,0.4953598333017107,0,0,1.6897706887981154,2.553133968343234,MAP2K4;MAP2K1;EFNA5;STK3,KEGG_2019_Human
Circadian rhythm,1/31,0.2242118815474975,0.4953598333017107,0,0,4.075514403292181,6.093561498022166,CREB1,KEGG_2019_Human
Viral carcinogenesis,3/201,0.2256639240596682,0.4953598333017107,0,0,1.859753787878788,2.768631175524471,DDB1;CREB1;IL6ST,KEGG_2019_Human
Proteoglycans in cancer,3/201,0.2256639240596682,0.4953598333017107,0,0,1.859753787878788,2.768631175524471,MAP2K1;ANK2;PLCG1,KEGG_2019_Human
Cholinergic synapse,2/112,0.2319710003315014,0.5030696392731355,0,0,2.227780914737437,3.2551062968445184,MAP2K1;CREB1,KEGG_2019_Human
Thyroid hormone signaling pathway,2/116,0.2440116446350499,0.5220688729512714,0,0,2.149177291053721,3.0314990981375027,MAP2K1;PLCG1,KEGG_2019_Human
Prion diseases,1/35,0.2492352011379144,0.5220688729512714,0,0,3.5953159041394334,4.9951817964924485,MAP2K1,KEGG_2019_Human
cAMP signaling pathway,3/212,0.2494329059656073,0.5220688729512714,0,0,1.7608851674641148,2.44510406533672,MAP2K1;CREB1;CALM2,KEGG_2019_Human
Sphingolipid signaling pathway,2/119,0.2530596713350089,0.5223367876883259,0,0,2.09375165896905,2.877086889638853,MAP2K1;SGMS1,KEGG_2019_Human
Tyrosine metabolism,1/36,0.2553646517587371,0.5223367876883259,0,0,3.492416225749559,4.767367291723359,ADH1B,KEGG_2019_Human
Thyroid cancer,1/37,0.2614443643251304,0.5287638829047582,0,0,3.395233196159122,4.55482000338841,MAP2K1,KEGG_2019_Human
Human T-cell leukemia virus 1 infection,3/219,0.2647535582257493,0.5295071164514987,0,0,1.7032118055555556,2.263493300693134,MAP2K4;MAP2K1;CREB1,KEGG_2019_Human
Platelet activation,2/124,0.2681555118633429,0.5304174959934257,0,0,2.007433051624071,2.642159692057178,P2RY1;PRKG2,KEGG_2019_Human
Osteoclast differentiation,2/127,0.2772133643349816,0.5309649863645899,0,0,1.9589565217391305,2.5132781408364187,MAP2K1;CREB1,KEGG_2019_Human
Human cytomegalovirus infection,3/225,0.2779770418352104,0.5309649863645899,0,0,1.6566722972972974,2.120899627621162,MAP2K1;CREB1;CALM2,KEGG_2019_Human
Ferroptosis,1/40,0.2793890688796572,0.5309649863645899,0,0,3.1335865780310224,3.99579278859102,ACSL4,KEGG_2019_Human
Autophagy,2/128,0.2802315205813113,0.5309649863645899,0,0,1.943310657596372,2.472161584180052,MAP2K1;DDIT4,KEGG_2019_Human
Bladder cancer,1/41,0.2852738085123657,0.5314427418010189,0,0,3.0550925925925925,3.832020444880164,MAP2K1,KEGG_2019_Human
Dopaminergic synapse,2/131,0.2892799708985791,0.5314427418010189,0,0,1.8978284943906785,2.3539911251636685,CREB1;CALM2,KEGG_2019_Human
Vascular smooth muscle contraction,2/132,0.2922935079905604,0.5314427418010189,0,0,1.8831342570473004,2.316249142532304,MAP2K1;CALM2,KEGG_2019_Human
FoxO signaling pathway,2/132,0.2922935079905604,0.5314427418010189,0,0,1.8831342570473004,2.316249142532304,MAP2K1;CCNB1,KEGG_2019_Human
Apelin signaling pathway,2/137,0.3073337368842473,0.5477234914768765,0,0,1.8129284564067167,2.138931120607125,MAP2K1;CALM2,KEGG_2019_Human
Insulin signaling pathway,2/137,0.3073337368842473,0.5477234914768765,0,0,1.8129284564067167,2.138931120607125,MAP2K1;CALM2,KEGG_2019_Human
Sphingolipid metabolism,1/47,0.3195925740637576,0.5585112944803531,0,0,2.6557971014492754,3.0294897979464084,SGMS1,KEGG_2019_Human
Nucleotide excision repair,1/47,0.3195925740637576,0.5585112944803531,0,0,2.6557971014492754,3.0294897979464084,DDB1,KEGG_2019_Human
Cocaine addiction,1/49,0.3306641904153248,0.5602211101454607,0,0,2.5448816872427984,2.816298279306064,CREB1,KEGG_2019_Human
Adrenergic signaling in cardiomyocytes,2/145,0.3312634662049615,0.5602211101454607,0,0,1.7108109282022326,1.890174484110028,CREB1;CALM2,KEGG_2019_Human
Vibrio cholerae infection,1/50,0.3361326660872764,0.5602211101454607,0,0,2.492819349962207,2.717794694415788,PLCG1,KEGG_2019_Human
Cholesterol metabolism,1/50,0.3361326660872764,0.5602211101454607,0,0,2.492819349962207,2.717794694415788,LIPA,KEGG_2019_Human
N-Glycan biosynthesis,1/50,0.3361326660872764,0.5602211101454607,0,0,2.492819349962207,2.717794694415788,MGAT4C,KEGG_2019_Human
mTOR signaling pathway,2/152,0.3520140623343545,0.57047340701491,0,0,1.6303933747412007,1.7022678879546802,MAP2K1;DDIT4,KEGG_2019_Human
Glycosaminoglycan biosynthesis,1/53,0.3522730896330789,0.57047340701491,0,0,2.3486467236467234,2.450457227227342,HS3ST3B1,KEGG_2019_Human
Oxytocin signaling pathway,2/153,0.3549612310314995,0.57047340701491,0,0,1.619513800337296,1.677406080510376,MAP2K1;CALM2,KEGG_2019_Human
Ribosome,2/153,0.3549612310314995,0.57047340701491,0,0,1.619513800337296,1.677406080510376,RPL36A-HNRNPH2;MRPS5,KEGG_2019_Human
Cushing syndrome,2/155,0.3608414222401411,0.5728675007224965,0,0,1.5981813015061097,1.6290528754396452,MAP2K1;CREB1,KEGG_2019_Human
Regulation of lipolysis in adipocytes,1/55,0.3628160837909144,0.5728675007224965,0,0,2.2614311842706902,2.292772877677227,PRKG2,KEGG_2019_Human
Endometrial cancer,1/58,0.378311611446271,0.5921399135680764,0,0,2.142083604071908,2.082184636057617,MAP2K1,KEGG_2019_Human
Protein processing in endoplasmic reticulum,2/165,0.3899299977690407,0.605063789641615,0,0,1.4993712609076706,1.4120899343406657,HSP90AA1;UBE2D1,KEGG_2019_Human
Influenza A,2/171,0.407103465294061,0.6183016648462936,0,0,1.4456981145944356,1.299231419068969,MAP2K4;MAP2K1,KEGG_2019_Human
Central carbon metabolism in cancer,1/65,0.4130266789363932,0.6183016648462936,0,0,1.907118055555556,1.6863559628178315,MAP2K1,KEGG_2019_Human
Cortisol synthesis and secretion,1/65,0.4130266789363932,0.6183016648462936,0,0,1.907118055555556,1.6863559628178315,CREB1,KEGG_2019_Human
Acute myeloid leukemia,1/66,0.4178261004589483,0.6183016648462936,0,0,1.8776828110161443,1.6386349384232743,MAP2K1,KEGG_2019_Human
NOD-like receptor signaling pathway,2/178,0.4268422651679571,0.6183016648462936,0,0,1.38770468661773,1.1814095298335652,PANX1;HSP90AA1,KEGG_2019_Human
Glycolysis / Gluconeogenesis,1/68,0.4273082462975334,0.6183016648462936,0,0,1.8214483139856277,1.548685769428787,ADH1B,KEGG_2019_Human
Tuberculosis,2/179,0.4296344944507583,0.6183016648462936,0,0,1.3797943643190511,1.1656784884110545,CREB1;CALM2,KEGG_2019_Human
Adipocytokine signaling pathway,1/69,0.4319915982616322,0.6183016648462936,0,0,1.7945715323166302,1.506272071233797,ACSL4,KEGG_2019_Human
Renal cell carcinoma,1/69,0.4319915982616322,0.6183016648462936,0,0,1.7945715323166302,1.506272071233797,MAP2K1,KEGG_2019_Human
Pathways in cancer,5/530,0.4343839467143638,0.6183016648462936,0,0,1.1640747438215793,0.9706363299434329,MAP2K1;HSP90AA1;PLCG1;IL6ST;CALM2,KEGG_2019_Human
Prolactin signaling pathway,1/70,0.436636883687736,0.6183016648462936,0,0,1.7684737877974592,1.4654517446969246,MAP2K1,KEGG_2019_Human
B cell receptor signaling pathway,1/71,0.4412444101369501,0.6183016648462936,0,0,1.743121693121693,1.42614606298007,MAP2K1,KEGG_2019_Human
Melanoma,1/72,0.4458144826249839,0.6183016648462936,0,0,1.7184837419579204,1.388281166731571,MAP2K1,KEGG_2019_Human
Thyroid hormone synthesis,1/74,0.4548434737076591,0.6183016648462936,0,0,1.6712328767123288,1.316600490845402,CREB1,KEGG_2019_Human
Metabolism of xenobiotics by cytochrome P450,1/74,0.4548434737076591,0.6183016648462936,0,0,1.6712328767123288,1.316600490845402,ADH1B,KEGG_2019_Human
PPAR signaling pathway,1/74,0.4548434737076591,0.6183016648462936,0,0,1.6712328767123288,1.316600490845402,ACSL4,KEGG_2019_Human
Pancreatic cancer,1/75,0.459302990159861,0.6183016648462936,0,0,1.6485652318985653,1.2826582283362609,MAP2K1,KEGG_2019_Human
Chronic myeloid leukemia,1/76,0.4637262486347202,0.6183016648462936,0,0,1.6265020576131688,1.2499032061814843,MAP2K1,KEGG_2019_Human
Pertussis,1/76,0.4637262486347202,0.6183016648462936,0,0,1.6265020576131688,1.2499032061814843,CALM2,KEGG_2019_Human
Huntington disease,2/193,0.4679483840699385,0.6193434495043304,0,0,1.2777470651360932,0.9703176452758387,GRM5;CREB1,KEGG_2019_Human
RNA degradation,1/79,0.4767813936869128,0.6264281084937541,0,0,1.5637068692624247,1.1582332798244848,BTG1,KEGG_2019_Human
Focal adhesion,2/199,0.4839000614511306,0.6311739931971269,0,0,1.2384525648705742,0.8989640815764941,MAP2K1;ITGB8,KEGG_2019_Human
Chemical carcinogenesis,1/82,0.4895206235318193,0.6325349336502316,0,0,1.5055631763450694,1.0754669655494018,ADH1B,KEGG_2019_Human
Taste transduction,1/83,0.4936981487578426,0.6325349336502316,0,0,1.4871273712737128,1.049660574989382,P2RY1,KEGG_2019_Human
Hypertrophic cardiomyopathy (HCM),1/85,0.5019515368093952,0.6325349336502316,0,0,1.451572604350382,1.0004988912765005,ITGB8,KEGG_2019_Human
Human papillomavirus infection,3/330,0.5058902810947926,0.6325349336502316,0,0,1.1186926605504588,0.762316857795625,MAP2K1;CREB1;ITGB8,KEGG_2019_Human
Colorectal cancer,1/86,0.5060279469201853,0.6325349336502316,0,0,1.4344226579520698,0.9770761862576652,MAP2K1,KEGG_2019_Human
Insulin secretion,1/86,0.5060279469201853,0.6325349336502316,0,0,1.4344226579520698,0.9770761862576652,CREB1,KEGG_2019_Human
TGF-beta signaling pathway,1/90,0.5220046421448535,0.6439811072698194,0,0,1.369676792897767,0.8903978433689244,ACVR2B,KEGG_2019_Human
Regulation of actin cytoskeleton,2/214,0.5224648989720515,0.6439811072698194,0,0,1.149947263564983,0.746542861500208,MAP2K1;ITGB8,KEGG_2019_Human
Dilated cardiomyopathy (DCM),1/91,0.5259179042703525,0.6439811072698194,0,0,1.354389574759945,0.8703444931544198,ITGB8,KEGG_2019_Human
Th1 and Th2 cell differentiation,1/92,0.5297993239647649,0.6443505291463357,0,0,1.3394383394383391,0.8508875519495138,PLCG1,KEGG_2019_Human
IL-17 signaling pathway,1/93,0.5336491588688315,0.6446768362173803,0,0,1.3248121309715513,0.8320040920161409,HSP90AA1,KEGG_2019_Human
NF-kappa B signaling pathway,1/95,0.5412550939754246,0.6495061127705095,0,0,1.2964933018124507,0.7958713268312531,PLCG1,KEGG_2019_Human
Glycerophospholipid metabolism,1/97,0.5487377285626712,0.6541244446442439,0,0,1.2693544238683128,0.7617836076376143,ETNK1,KEGG_2019_Human
AGE-RAGE signaling pathway in diabetic complications,1/100,0.559734829149778,0.6628438766247371,0,0,1.2307020825539343,0.7141667289104645,PLCG1,KEGG_2019_Human
Chagas disease (American trypanosomiasis),1/103,0.5704655376257164,0.670890804822092,0,0,1.194323408375696,0.6703767374087433,MAP2K4,KEGG_2019_Human
C-type lectin receptor signaling pathway,1/104,0.5739843552366787,0.670890804822092,0,0,1.1826681049982022,0.6565619105528904,CALM2,KEGG_2019_Human
Insulin resistance,1/108,0.5877754207462321,0.6825779079633664,0,0,1.1382254528671971,0.6048647766652189,CREB1,KEGG_2019_Human
Leukocyte transendothelial migration,1/112,0.601122687854131,0.6922416658718832,0,0,1.0969858747636525,0.5583177905275967,PLCG1,KEGG_2019_Human
Serotonergic synapse,1/113,0.6043918347903227,0.6922416658718832,0,0,1.0871362433862437,0.5474084938389173,MAP2K1,KEGG_2019_Human
Glutamatergic synapse,1/114,0.6076343511542085,0.6922416658718832,0,0,1.0774609417677263,0.5367716189371179,GRM5,KEGG_2019_Human
AMPK signaling pathway,1/120,0.6265421601921661,0.7092930115383013,0,0,1.0228239443925715,0.478210301088813,CREB1,KEGG_2019_Human
Lysosome,1/123,0.6356536307397236,0.7140090385426023,0,0,0.9975207447885044,0.4519781155685344,LIPA,KEGG_2019_Human
Cell cycle,1/124,0.6386414178075499,0.7140090385426023,0,0,0.9893606343470842,0.443641322846149,CCNB1,KEGG_2019_Human
Purine metabolism,1/129,0.6532189934371038,0.725798881596782,0,0,0.9504726080246914,0.4047519554914425,HPRT1,KEGG_2019_Human
Spliceosome,1/134,0.667211954567408,0.7367984774364015,0,0,0.9145084934558618,0.3700535852821121,CRNKL1,KEGG_2019_Human
Apoptosis,1/143,0.6909998587440772,0.7563338905018708,0,0,0.8561554512258738,0.3164484618566239,MAP2K1,KEGG_2019_Human
Cytokine-cytokine receptor interaction,2/294,0.6942016500999614,0.7563338905018708,0,0,0.8314898323832213,0.3034878009095687,IL6ST;ACVR2B,KEGG_2019_Human
Breast cancer,1/147,0.7010222642130735,0.7563338905018708,0,0,0.832530018603078,0.2957276765552045,MAP2K1,KEGG_2019_Human
Retrograde endocannabinoid signaling,1/148,0.7034769633431941,0.7563338905018708,0,0,0.8268245569832872,0.2908108561679049,GRM5,KEGG_2019_Human
Gastric cancer,1/149,0.7059116311350795,0.7563338905018708,0,0,0.8211961961961962,0.2859940720320198,MAP2K1,KEGG_2019_Human
Hepatitis C,1/155,0.7201079868994051,0.7669789209579464,0,0,0.788961038961039,0.2590585890534711,MAP2K1,KEGG_2019_Human
Wnt signaling pathway,1/158,0.7269486107132453,0.7697102936963774,0,0,0.7737673979712196,0.2467540291517595,GPC4,KEGG_2019_Human
JAK-STAT signaling pathway,1/162,0.7358116260382586,0.7700354225981776,0,0,0.7543900007668124,0.231432621343096,IL6ST,KEGG_2019_Human
Necroptosis,1/162,0.7358116260382586,0.7700354225981776,0,0,0.7543900007668124,0.231432621343096,HSP90AA1,KEGG_2019_Human
Tight junction,1/170,0.7526888887754428,0.7807466290991962,0,0,0.7183870260793338,0.2040961239775065,RAB8B,KEGG_2019_Human
Alzheimer disease,1/171,0.7547217414625563,0.7807466290991962,0,0,0.7141249092229485,0.2009591427661975,CALM2,KEGG_2019_Human
Neuroactive ligand-receptor interaction,2/338,0.7649605671755981,0.7868165833806151,0,0,0.7209775214433599,0.1931722230057503,GRM5;P2RY1,KEGG_2019_Human
Chemokine signaling pathway,1/190,0.790338990443491,0.8083012402262976,0,0,0.6417140244300739,0.1509910256934147,MAP2K1,KEGG_2019_Human
Epstein-Barr virus infection,1/201,0.8085579021937176,0.8222622734173399,0,0,0.6060802469135802,0.1287938620525254,MAP2K4,KEGG_2019_Human
Endocytosis,1/244,0.865879722963658,0.8756087086149351,0,0,0.4977391657775745,0.0716790529674696,SNX5,KEGG_2019_Human
