Term,Asymptomatic,Symptomatic
Negative Regulation Of Cellular Catabolic Process,,0.00021223690598744048
Negative Regulation Of Cellular Metabolic Process,,0.0353214701123157
Negative Regulation Of Cellular Process,,1.3363914246318576e-06
Negative Regulation Of Cellular Response To Insulin Stimulus,,0.0097639500262025
Negative Regulation Of Cellular Senescence,,0.0330209050717428
Negative Regulation Of Cyclin-Dependent Protein Kinase Activity,,0.0055756812656638
Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity,,0.0155418404927391
Negative Regulation Of Cysteine-Type Endopeptidase Activity,,0.0029088199430957
Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process,,0.0001166901217142291
Negative Regulation Of Cytoplasmic Translation,,0.0055756812656638
"Negative Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator",,0.0097639500262025
Negative Regulation Of DNA-binding Transcription Factor Activity,,0.0008914220167333124
Negative Regulation Of DNA-templated Transcription,,2.763859941631519e-20
"Negative Regulation Of DNA-templated Transcription, Elongation",,0.0414679033961927
Negative Regulation Of Defense Response,,0.0164430034172919
Negative Regulation Of ERK1 And ERK2 Cascade,,0.0465422981669232
Negative Regulation Of Endothelial Cell Apoptotic Process,,0.0078114670389654
Negative Regulation Of Endothelial Cell Migration,,0.0230338559358498
Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway,,0.0389274023963026
Negative Regulation Of Epidermal Growth Factor-Activated Receptor Activity,,0.0312299018027511
Negative Regulation Of Epithelial Cell Apoptotic Process,,0.00031042595156777
Negative Regulation Of Epithelial Cell Differentiation,,0.0192249123953496
Negative Regulation Of Epithelial Cell Proliferation,,0.0027957557617459
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway,,0.00012645205813473698
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand,,0.0097639500262025
Negative Regulation Of Fat Cell Differentiation,,0.0009005562722536345
Negative Regulation Of Fatty Acid Oxidation,,0.0215446517124775
Negative Regulation Of Fibroblast Proliferation,,0.0089914635925473
Negative Regulation Of Gene Expression,,1.7450589165972117e-18
"Negative Regulation Of Gene Expression, Epigenetic",,0.0006913213844032514
Negative Regulation Of Growth,,0.0009902630428082948
Negative Regulation Of Hormone Secretion,,0.0487315401997886
Negative Regulation Of Insulin Receptor Signaling Pathway,,0.0240543331794581
Negative Regulation Of Intracellular Signal Transduction,,0.0026675553392066
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway,,0.000583484809266785
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator,,0.0254691641303472
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage,,0.0017004903129391
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator,,0.0312299018027511
Negative Regulation Of Ion Transmembrane Transporter Activity,,0.0479457649394087
Negative Regulation Of Lipid Catabolic Process,,0.0414679033961927
Negative Regulation Of Lipid Localization,,0.0487315401997886
Negative Regulation Of Lipid Storage,,0.0120122793322428
Negative Regulation Of MAP Kinase Activity,,0.012985472006257
Negative Regulation Of MAPK Cascade,,0.0003913774808147415
Negative Regulation Of Macromolecule Biosynthetic Process,,1.1204266758436422e-10
Negative Regulation Of Macromolecule Metabolic Process,,1.6039547492382534e-10
Negative Regulation Of Membrane Potential,,0.0334124524087587
Negative Regulation Of Mitochondrion Organization,,0.0318981767362174
Negative Regulation Of Mitotic Cell Cycle,,1.7389588113738352e-05
Negative Regulation Of Mitotic Cell Cycle Phase Transition,,0.0147373190713189
Negative Regulation Of Multicellular Organismal Process,,0.0044538144920499
Negative Regulation Of NF-kappaB Transcription Factor Activity,,0.0222400239190776
Negative Regulation Of Nervous System Development,,0.0029379056502172
Negative Regulation Of Neurogenesis,,0.0029379056502172
Negative Regulation Of Neuron Apoptotic Process,,0.021700006034851
Negative Regulation Of Nitrogen Compound Metabolic Process,,0.0042725603245641
"Negative Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay",,0.0042725603245641
Negative Regulation Of Nucleic Acid-Templated Transcription,,6.377403923548734e-15
Negative Regulation Of Organelle Assembly,,0.0487315401997886
Negative Regulation Of Phosphorylation,,0.0479457649394087
Negative Regulation Of Programmed Cell Death,,4.522393332292836e-21
Negative Regulation Of Protein Kinase Activity,,0.0433043509853466
Negative Regulation Of Protein Localization,,0.0147373190713189
Negative Regulation Of Protein Metabolic Process,,9.020445099176632e-06
Negative Regulation Of Protein Phosphorylation,,0.0060241862410348
Negative Regulation Of Protein Processing,,0.0192249123953496
Negative Regulation Of Protein Serine/Threonine Kinase Activity,,1.028955454985245e-05
Negative Regulation Of Ras Protein Signal Transduction,,0.0138451385276479
Negative Regulation Of Receptor Signaling Pathway Via STAT,,0.0139342751733543
Negative Regulation Of Regulated Secretory Pathway,,0.0334124524087587
Negative Regulation Of Response To External Stimulus,,0.0148005876148819
Negative Regulation Of Response To Stimulus,,0.006221412798771
Negative Regulation Of Rho Protein Signal Transduction,,0.0089914635925473
Negative Regulation Of Sequestering Of Triglyceride,,0.0487315401997886
Negative Regulation Of Signal Transduction,,0.0009005562722536345
Negative Regulation Of Signal Transduction By P53 Class Mediator,,0.0120122793322428
Negative Regulation Of Signal Transduction In Absence Of Ligand,,0.0097639500262025
Negative Regulation Of Signaling Receptor Activity,,0.0060686161742471
Negative Regulation Of Stem Cell Differentiation,,0.00012298918177627675
Negative Regulation Of Striated Muscle Cell Differentiation,,0.0330209050717428
Negative Regulation Of Transcription By RNA Polymerase II,,4.815435077706081e-16
Negative Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway,,0.0147373190713189
Negative Regulation Of Translation,,7.877329470816165e-08
Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway,,0.0020066321684314
Negative Regulation Of Vitamin Metabolic Process,,0.0487315401997886
Negative Regulation Of Wnt Signaling Pathway,,0.0094011172438845
Negative Regulation Of mRNA Catabolic Process,,0.0065875086679789
Negative Regulation Of miRNA Metabolic Process,,0.0074721656185094
Negative Regulation Of miRNA Processing,,0.0121237810026006
Negative Regulation Of miRNA Transcription,,0.0055756812656638
Nervous System Development,,0.0107350633931282
Neuroblast Proliferation,,0.0487315401997886
Neuron Apoptotic Process,,0.000924370383827785
Neuron Development,,0.0117356078548336
Neuron Differentiation,,0.0024144372952013
Non-Canonical Wnt Signaling Pathway,,0.0065875086679789
Non-Membrane-Bounded Organelle Assembly,,0.0331123310539662
Notch Signaling Involved In Heart Development,,0.0025490064825087
Nuclear Export,,0.0013797840571142
Nuclear-Transcribed mRNA Catabolic Process,,0.0169147492244808
Nucleic Acid Metabolic Process,,0.0487315401997886
Nucleotide Biosynthetic Process,,0.0155418404927391
Organelle Assembly,,0.0487315401997886
Organelle Transport Along Microtubule,,0.0318981767362174
Pathway-Restricted SMAD Protein Phosphorylation,,0.0029509717518377
Peptide Biosynthetic Process,,0.0021304200609244
Peptidyl-Lysine Acetylation,,0.0487315401997886
Peptidyl-Lysine Modification,,0.0396206455264092
Peptidyl-Serine Modification,,2.4704683247373388e-05
Peptidyl-Serine Phosphorylation,,1.966152053404716e-05
Peptidyl-Threonine Modification,,3.773225634996966e-06
Peptidyl-Threonine Phosphorylation,,6.3116509389579415e-06
Pharyngeal System Development,,0.0254691641303472
Phosphatidylinositol 3-Kinase Signaling,,4.1592115064981934e-05
Phosphatidylinositol Biosynthetic Process,,0.0041728991810637
Phosphatidylinositol Dephosphorylation,,0.0254691641303472
Phosphatidylinositol Phosphate Biosynthetic Process,,0.00011280959651407124
Phosphatidylinositol-3-Phosphate Biosynthetic Process,,0.021700006034851
Phosphatidylinositol-Mediated Signaling,,0.00023033742072681705
Phospholipid Dephosphorylation,,0.0487315401997886
Phosphorylation,,4.111285138239528e-09
Photoperiodism,,0.0479457649394087
Plasma Membrane Bounded Cell Projection Organization,,0.0267745730155456
Positive Regulation Of Amide Metabolic Process,,0.0007501328461399582
Positive Regulation Of Amyloid Precursor Protein Catabolic Process,,0.0074721656185094
Positive Regulation Of Amyloid-Beta Formation,,0.0089914635925473
Positive Regulation Of Angiogenesis,,1.1191542675923304e-05
Positive Regulation Of Animal Organ Morphogenesis,,0.0056498973150256
Positive Regulation Of Apoptotic Process,,1.3791950272821758e-13
Positive Regulation Of Apoptotic Signaling Pathway,,0.0112768288209355
Positive Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process,,0.0121237810026006
Positive Regulation Of Aspartic-Type Peptidase Activity,,0.0215446517124775
Positive Regulation Of Attachment Of Spindle Microtubules To Kinetochore,,0.0148005876148819
Positive Regulation Of Autophagy,,0.0105123654387953
Positive Regulation Of BMP Signaling Pathway,,0.0479457649394087
Positive Regulation Of Binding,,0.0001010875674309675
Positive Regulation Of Biosynthetic Process,,0.0111790476411631
Positive Regulation Of Blood Vessel Endothelial Cell Migration,,0.0001987416149372396
Positive Regulation Of Canonical Wnt Signaling Pathway,,0.0169147492244808
Positive Regulation Of Carbohydrate Metabolic Process,,0.0138451385276479
Positive Regulation Of Cardiac Epithelial To Mesenchymal Transition,,0.0028991297059992
Positive Regulation Of Cardiac Muscle Cell Differentiation,,0.0487315401997886
Positive Regulation Of Cardiac Muscle Cell Proliferation,,2.4704683247373388e-05
Positive Regulation Of Cardiac Muscle Hypertrophy,,0.0330209050717428
Positive Regulation Of Cardiac Muscle Tissue Growth,,2.373649499780696e-05
Positive Regulation Of Cardiocyte Differentiation,,0.0487315401997886
Positive Regulation Of Catabolic Process,,0.0018179833050365
Positive Regulation Of Cell Adhesion,,0.0228927209511165
Positive Regulation Of Cell Cycle,,0.0030920928233579
Positive Regulation Of Cell Cycle G2/M Phase Transition,,4.1592115064981934e-05
Positive Regulation Of Cell Cycle Process,,0.0278076078142603
Positive Regulation Of Cell Differentiation,,5.949958613433246e-09
Positive Regulation Of Cell Growth,,0.0001837983131085031
Positive Regulation Of Cell Migration,,1.1626333441436754e-09
Positive Regulation Of Cell Migration Involved In Sprouting Angiogenesis,,0.0254691641303472
Positive Regulation Of Cell Motility,,3.1678090448264457e-08
Positive Regulation Of Cell Population Proliferation,,1.909150664422832e-09
Positive Regulation Of Cellular Biosynthetic Process,,3.197951367393332e-08
Positive Regulation Of Cellular Catabolic Process,,0.0002681765853664121
Positive Regulation Of Cellular Component Biogenesis,,0.0097886953196328
Positive Regulation Of Cellular Component Organization,,0.0051307666036894
Positive Regulation Of Cellular Metabolic Process,,0.0047513559349004
Positive Regulation Of Cellular Process,,4.087153316427861e-09
Positive Regulation Of Chemokine Production,,0.0029088199430957
Positive Regulation Of Cold-Induced Thermogenesis,,0.0019156435862794
Positive Regulation Of Cyclin-Dependent Protein Kinase Activity,,0.0120122793322428
Positive Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity,,0.004485414814757
Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process,,4.213885445758582e-05
Positive Regulation Of Cytokine Production,,0.0010276761057738
Positive Regulation Of Cytoplasmic Translation,,0.00048132214642841953
Positive Regulation Of DNA Biosynthetic Process,,0.0073828487879933
Positive Regulation Of DNA Repair,,0.0128992129446355
Positive Regulation Of DNA Replication,,0.0414679033961927
Positive Regulation Of DNA-binding Transcription Factor Activity,,0.0009316190649839392
Positive Regulation Of DNA-templated Transcription,,4.241123186433176e-24
"Positive Regulation Of DNA-templated Transcription, Elongation",,0.0114612019839042
Positive Regulation Of Defense Response,,0.0040814276355509
Positive Regulation Of Dephosphorylation,,0.0414679033961927
Positive Regulation Of Developmental Process,,0.0010315075482478
Positive Regulation Of Endopeptidase Activity,,0.0414679033961927
Positive Regulation Of Endoplasmic Reticulum Unfolded Protein Response,,0.021700006034851
Positive Regulation Of Endothelial Cell Migration,,3.187739521521389e-05
Positive Regulation Of Endothelial Cell Proliferation,,0.0302694197933464
Positive Regulation Of Epithelial Cell Migration,,8.395283136240099e-06
Positive Regulation Of Epithelial Cell Proliferation,,0.0128615251634286
Positive Regulation Of Epithelial To Mesenchymal Transition,,3.3493110096707005e-06
Positive Regulation Of Epithelial Tube Formation,,0.0215446517124775
Positive Regulation Of Extrinsic Apoptotic Signaling Pathway,,0.021700006034851
Positive Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors,,0.0056498973150256
Positive Regulation Of Fat Cell Differentiation,,0.0114612019839042
Positive Regulation Of Fibroblast Migration,,0.0028991297059992
Positive Regulation Of Fibroblast Proliferation,,0.0121545117923675
Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle,,6.154364987631291e-05
Positive Regulation Of Gene Expression,,5.949958613433246e-09
Positive Regulation Of Glial Cell Differentiation,,0.0089914635925473
Positive Regulation Of Glucose Metabolic Process,,0.0192249123953496
Positive Regulation Of Growth,,0.0053679384476379
Positive Regulation Of Histone Acetylation,,0.0139342751733543
Positive Regulation Of Homotypic Cell-Cell Adhesion,,0.0254691641303472
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling,,0.008961887132532
Positive Regulation Of Inflammatory Response,,0.0018903990981812
Positive Regulation Of Interleukin-1 Beta Production,,0.0295392801677074
Positive Regulation Of Interleukin-1 Production,,0.0312299018027511
Positive Regulation Of Interleukin-6 Production,,0.0060975186388154
Positive Regulation Of Intracellular Protein Transport,,4.930431196479115e-06
Positive Regulation Of Intracellular Signal Transduction,,4.7096235424207637e-11
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway,,0.0123267318161352
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator,,0.0487315401997886
Positive Regulation Of JUN Kinase Activity,,0.0487315401997886
Positive Regulation Of Kinase Activity,,0.0149944603096109
Positive Regulation Of Leukocyte Apoptotic Process,,0.0095874081443082
Positive Regulation Of Lipid Biosynthetic Process,,0.0318981767362174
Positive Regulation Of Lipid Metabolic Process,,0.0156149109522019
Positive Regulation Of MAP Kinase Activity,,0.0157313094858153
Positive Regulation Of MAPK Cascade,,0.0088623163287249
Positive Regulation Of MHC Class II Biosynthetic Process,,0.0025490064825087
Positive Regulation Of Macromolecule Biosynthetic Process,,6.960680420424037e-06
Positive Regulation Of Macromolecule Metabolic Process,,4.622571023548655e-09
Positive Regulation Of Metabolic Process,,0.001389185247662
Positive Regulation Of Metaphase/Anaphase Transition Of Cell Cycle,,0.0042725603245641
Positive Regulation Of Microtubule Nucleation,,0.0215446517124775
Positive Regulation Of Microtubule Polymerization,,0.001389185247662
Positive Regulation Of Mitochondrial Fission,,0.0155418404927391
Positive Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway,,0.0148005876148819
Positive Regulation Of Mitochondrion Organization,,0.00030389350143994183
Positive Regulation Of Mitotic Cell Cycle Phase Transition,,3.529937994907235e-07
Positive Regulation Of Mitotic Metaphase/Anaphase Transition,,0.0042725603245641
Positive Regulation Of Mitotic Nuclear Division,,0.0018903990981812
